交易日期,开盘点位,最高点位,最低点位,收盘价,涨跌,涨跌幅(%),开始日累计涨跌,开始日累计涨跌幅,成交量(万股),成交额(万元),持仓量,arima_pred_logret,arima_true_logret,arima_pred_price
2016-12-12,3489.27,3495.8,3400.79,3409.18,-84.52,-2.42,,239.56,1874677.51,19916354.08,,0.0008489577253793872,-0.024489553378881368,3496.6672629673512
2016-12-13,3394.21,3416.21,3370.6,3405.04,-4.14,-0.12,,239.15,1211050.97,12445418.87,,0.00541823056001647,-0.0012151062071339425,3427.701855790636
2016-12-14,3399.41,3412.28,3378.27,3378.95,-26.09,-0.77,,236.55,1240077.44,12618266.94,,-0.0003534080000266208,-0.007691676617353593,3403.8368442385477
2016-12-15,3363.86,3378.04,3327.14,3340.43,-38.51,-1.14,,232.72,1149606.6,12150781.15,,0.0019521679977568436,-0.011465469128397743,3385.5527207692203
2016-12-16,3335.36,3356.29,3330.49,3346.03,5.6,0.17,,233.27,907754.22,9811220.68,,-0.0018217905585132138,0.0016750272369332464,3334.3499761112766
2016-12-19,3342.34,3344.86,3325.0,3328.98,-17.05,-0.51,,231.58,816406.78,8609569.38,,0.0005701177123719143,-0.005108617689218775,3347.938174859586
2016-12-20,3328.3,3329.1,3289.27,3309.06,-19.92,-0.6,,229.59,875695.92,8852734.59,,0.00018614241436389281,-0.00600178962332798,3329.5997220510594
2016-12-21,3313.75,3342.48,3313.75,3338.54,29.47,0.89,,232.53,1082549.95,10620548.52,,-0.001967454177728769,0.008869424531434689,3302.5559763609076
2016-12-22,3335.12,3340.36,3322.72,3335.67,-2.86,-0.09,,232.24,922772.49,9256487.76,,0.0002886108799770371,-0.0008600269325942378,3339.5036780245305
2016-12-23,3333.4,3334.89,3300.88,3307.6,-28.07,-0.84,,229.45,974447.13,9957547.32,,0.00020405401637454152,-0.008450707874326113,3336.3507263109072
2016-12-26,3293.22,3322.42,3267.05,3322.4,14.8,0.45,,230.92,897939.82,9549321.99,,6.8829450175878094e-06,0.004464562468532662,3307.6227661072894
2016-12-27,3319.21,3330.23,3315.83,3316.39,-6.02,-0.18,,230.32,754863.59,7961713.3,,0.0002649465882544869,-0.0018105713968399328,3323.2803751658653
2016-12-28,3315.75,3320.55,3293.17,3301.89,-14.5,-0.44,,228.88,690004.37,7175983.96,,0.00020069443027506646,-0.004381810138074371,3317.055647795288
2016-12-29,3297.04,3312.11,3288.1,3297.76,-4.12,-0.12,,228.47,700879.23,7597296.04,,-9.006162860297144e-05,-0.001251581686641856,3301.592639799705
2016-12-30,3302.6,3313.55,3295.75,3310.08,12.32,0.37,,229.69,717441.16,7692136.88,,4.1830124056508255e-05,0.0037289081683411496,3297.8979485950917
2017-01-03,3313.95,3345.26,3313.95,3342.23,32.15,0.97,,232.89,865678.96,8761276.58,,0.000331798533999823,0.009665890589179327,3311.1784619153714
2017-01-04,3340.56,3369.57,3338.15,3368.31,26.08,0.78,,235.49,900508.27,9801435.55,,-0.00015498727543684866,0.007772886029378867,3341.7120370182893
2017-01-05,3368.34,3373.41,3361.46,3367.79,-0.52,-0.02,,235.44,883363.57,9118933.96,,1.2822836872353377e-06,-0.0001543920075501859,3368.314319131736
2017-01-06,3366.85,3368.87,3346.89,3347.67,-20.12,-0.6,,233.44,874591.14,9107225.67,,7.419069898797348e-05,-0.005992161431192855,3368.0398679629693
2017-01-09,3345.75,3366.22,3344.35,3363.9,16.23,0.48,,235.05,837079.42,8791611.52,,7.989995365167233e-06,0.004836433691801645,3347.696747974642
2017-01-10,3361.64,3370.51,3354.09,3358.27,-5.63,-0.17,,234.49,838191.6,8253396.51,,0.00013919106177443682,-0.0016750547267907478,3364.3682574005693
2017-01-11,3355.8,3366.63,3334.3,3334.5,-23.78,-0.71,,232.12,910714.38,8675045.71,,0.00012765827482451796,-0.007103217335794554,3358.69873832001
2017-01-12,3332.69,3343.13,3315.96,3317.62,-16.87,-0.51,,230.44,812391.35,7503188.69,,-0.0001504401531461966,-0.005075084704055044,3333.9983950410438
2017-01-13,3317.96,3338.17,3309.37,3319.91,2.29,0.07,,230.67,841805.89,8455610.14,,-0.00010100797462881754,0.0006900157410534291,3317.284910846835
2017-01-16,3314.15,3322.78,3264.21,3319.45,-0.47,-0.01,,230.63,1577791.35,15326252.01,,-0.00021628206490957832,-0.00013856757299990363,3319.1920406535496
2017-01-17,3305.6,3327.38,3292.2,3326.36,6.91,0.21,,231.31,694533.28,7475450.57,,-0.00021236210037939052,0.0020795064830636534,3318.745149470314
2017-01-18,3323.34,3350.96,3320.41,3339.37,13.01,0.39,,232.61,706232.27,7568067.73,,-5.2793027121764315e-05,0.0039035534053244447,3326.184396021677
2017-01-19,3330.95,3346.5,3324.68,3329.29,-10.08,-0.3,,231.61,661598.08,6386970.92,,-0.00019298491253004713,-0.0030230983966390568,3338.7256141530174
2017-01-20,3326.98,3358.41,3326.37,3354.89,25.6,0.77,,234.16,653004.62,7083132.43,,-4.836097691519246e-05,0.00765991495492635,3329.128996176348
2017-01-23,3359.05,3378.74,3355.85,3364.08,9.19,0.27,,235.07,755574.98,7649266.02,,-0.00021443206043147417,0.0027355400398771934,3354.1706811500467
2017-01-24,3363.14,3371.32,3355.9,3364.45,0.37,0.01,,235.11,661942.26,6604965.13,,-0.00019086131267718922,0.00010997944584545394,3363.4379885447725
2017-01-25,3361.66,3376.44,3357.22,3375.9,11.45,0.34,,236.25,583769.31,6248339.58,,-0.0003732909215931659,0.0033974529553049138,3363.194315741194
2017-01-26,3378.26,3395.88,3378.26,3387.96,12.06,0.36,,237.45,653166.47,6648881.83,,-0.0003194979406262399,0.003566014902744996,3374.821579188028
2017-02-03,3390.93,3392.48,3362.57,3364.49,-23.47,-0.69,,235.11,551888.61,5711385.33,,-0.00024790974289842647,-0.006951578912689271,3387.1201958095717
2017-02-06,3368.11,3381.33,3358.75,3373.21,8.71,0.26,,235.98,685213.6,7340813.48,,-0.00042641355159633816,0.002588421826027698,3363.055641706431
2017-02-07,3371.77,3376.71,3354.63,3365.68,-7.52,-0.22,,235.23,637544.62,6975817.9,,-0.00026329697385450484,-0.0022347903390365076,3372.321960928955
2017-02-08,3361.78,3383.69,3347.43,3383.29,17.6,0.52,,236.98,754028.79,8286973.58,,-0.00044660439631802486,0.005218585936919595,3364.1772081171093
2017-02-09,3381.9,3406.59,3379.79,3396.29,13.0,0.38,,238.28,975585.15,10213422.87,,-0.0004989476083188614,0.0038350505291617765,3381.602336609069
2017-02-10,3398.32,3422.33,3398.03,3413.49,17.19,0.51,,239.99,1237687.2,12190858.03,,-0.0004603827079105101,0.005051568942397111,3394.7267666833554
2017-02-13,3416.92,3439.54,3416.87,3436.28,22.79,0.67,,242.26,1201445.38,12533299.88,,-0.000439883035661404,0.006654262579193215,3411.988793858364
2017-02-14,3438.51,3440.67,3424.4,3435.8,-0.47,-0.01,,242.22,948094.65,9853716.54,,-0.0004925489059793283,-0.00013969569643457191,3434.5878808053003
2017-02-15,3435.39,3448.03,3417.08,3421.71,-14.09,-0.41,,240.81,1276433.38,12465317.95,,-0.0005733407000456298,-0.004109369094043913,3433.830680622205
2017-02-16,3421.83,3440.93,3418.35,3440.93,19.22,0.56,,242.73,1082769.62,10180976.75,,-1.6207943197386475e-05,0.0056013575686897354,3421.6545415681167
2017-02-17,3443.62,3457.56,3419.61,3421.44,-19.49,-0.57,,240.78,1146000.36,11803312.97,,0.00033877096529592594,-0.005680268596547577,3442.0958846504
2017-02-20,3421.64,3472.6,3421.64,3471.39,49.95,1.46,,245.76,1326288.62,13468150.52,,-0.00014389438501140371,0.014493575030043004,3420.9477094151216
2017-02-21,3475.06,3490.09,3472.02,3482.82,11.43,0.33,,246.9,1148420.09,12067542.95,,-0.0014675125692923926,0.003287220343514363,3466.29942769509
2017-02-22,3483.2,3489.95,3473.52,3489.76,6.93,0.2,,247.59,1028159.94,10923242.58,,-0.0016540631324168224,0.001990655479541914,3477.0639575822734
2017-02-23,3487.57,3492.96,3460.12,3473.32,-16.43,-0.47,,245.95,995363.3,10655592.25,,-0.0010600771734665248,-0.004722057063256457,3486.062545223084
2017-02-24,3468.96,3473.85,3455.25,3473.85,0.53,0.02,,246.0,955351.33,9987516.48,,0.00017451418212912086,0.0001525801156532225,3473.9261964924767
2017-02-27,3471.13,3472.84,3441.39,3446.22,-27.63,-0.8,,243.25,986721.6,10683087.45,,-5.97673112868782e-05,-0.007985510790078365,3473.642383530087
2017-02-28,3445.03,3460.91,3441.36,3452.81,6.59,0.19,,243.91,752152.6,8197930.74,,-0.00112686388508515,0.0019104140739454323,3442.3387663636554
2017-03-01,3452.21,3472.7,3449.11,3458.44,5.63,0.16,,244.47,1032603.54,10931778.13,,0.0002506966434257719,0.0016292280688290361,3453.675716388949
2017-03-02,3463.48,3468.47,3434.0,3435.1,-23.34,-0.67,,242.14,898980.77,9787618.79,,0.00025401967555020765,-0.006771583014421267,3459.3186233958004
2017-03-03,3424.66,3428.88,3412.83,3427.86,-7.23,-0.21,,241.42,809946.52,9000961.88,,0.0003260054970783133,-0.0021098775705485906,3436.220044043351
2017-03-06,3427.25,3449.03,3425.9,3446.48,18.62,0.54,,243.28,830708.82,9517854.85,,0.000736581823206585,0.005417260576663807,3430.3858294943443
2017-03-07,3446.16,3454.04,3440.06,3453.96,7.47,0.22,,244.02,803347.2,9448382.42,,0.0004462768024692925,0.0021679785433246224,3448.018427330856
2017-03-08,3452.2,3457.04,3441.26,3448.73,-5.23,-0.15,,243.5,795876.9,8912490.47,,0.0007046708421671097,-0.0015153515515837768,3456.3947626543863
2017-03-09,3442.9,3443.05,3414.68,3426.94,-21.79,-0.63,,241.33,845703.81,9009004.95,,0.0008966551261038318,-0.006338312615239872,3451.8237082204396
2017-03-10,3423.98,3436.24,3423.94,3427.89,0.95,0.03,,241.43,700161.99,8216171.49,,0.0005191375995372739,0.00027717682453953785,3428.7195152720365
2017-03-13,3425.67,3458.1,3412.69,3458.1,30.21,0.88,,244.44,916841.24,10848914.09,,0.0005416241969202301,0.008774393753705922,3429.7471310565393
2017-03-14,3456.66,3465.39,3448.9,3456.69,-1.4,-0.04,,244.3,770779.63,9531756.41,,0.0008874649149705374,-0.0004078215013159081,3461.1703046147586
2017-03-15,3452.21,3463.92,3445.27,3463.64,6.95,0.2,,244.99,791049.54,9405625.67,,0.0007886839545825718,0.00200857541087629,3459.4173112909225
2017-03-16,3472.27,3492.13,3472.27,3481.51,17.86,0.52,,246.77,1063339.13,12469557.37,,0.0008662842731509748,0.005146048518986035,3466.6417968768446
2017-03-17,3485.31,3488.5,3441.47,3445.81,-35.7,-1.03,,243.21,1037555.6,12236891.86,,0.0010565615654687577,-0.010307107525832748,3485.1903735840597
2017-03-20,3449.05,3454.06,3429.83,3449.61,3.81,0.11,,243.59,887343.22,10376940.39,,0.0023535992338262436,0.001102180979458467,3453.929607178362
2017-03-21,3449.77,3466.7,3445.64,3466.35,16.73,0.49,,245.26,877078.55,11352820.14,,0.0013085382023365615,0.004840985977946133,3454.126901092466
2017-03-22,3450.75,3464.33,3433.5,3450.05,-16.3,-0.47,,243.63,1049358.94,12386564.04,,0.00023173534210348617,-0.004713443461184852,3467.153368883987
2017-03-23,3452.41,3470.82,3435.69,3461.98,11.93,0.35,,244.82,943180.62,11581381.37,,0.0011089160394022923,0.0034519560379475678,3453.8779378202967
2017-03-24,3464.2,3499.32,3461.11,3489.6,27.62,0.8,,247.57,1256458.33,14175252.67,,0.00034078869536105413,0.007946436735407403,3463.160004702277
2017-03-27,3488.76,3505.98,3474.52,3478.04,-11.56,-0.33,,246.42,1070153.77,12438801.21,,-0.00014968851858051114,-0.0033181997367055516,3489.077686038738
2017-03-28,3480.25,3482.29,3461.47,3469.81,-8.23,-0.24,,245.6,841948.2,9749593.88,,0.0009233257481011733,-0.002369079312094513,3481.2528469088097
2017-03-29,3472.97,3483.06,3455.55,3465.19,-4.62,-0.13,,245.14,1048517.06,11466346.83,,0.0013987040992024526,-0.0013323722230591528,3474.6666331750366
2017-03-30,3461.62,3467.3,3422.37,3436.76,-28.44,-0.82,,242.31,1163769.22,12208802.16,,0.0017035149982419567,-0.00823829810245158,3471.0980339202133
2017-03-31,3434.82,3456.31,3430.82,3456.05,19.29,0.56,,244.23,915774.91,10098490.48,,0.0023658679564793304,0.00559715133882932,3444.900546289807
2017-04-05,3476.42,3504.54,3475.15,3503.89,47.85,1.38,,249.0,1433990.17,16074298.12,,0.0004852946995094103,0.013747461457572996,3457.7276097808826
2017-04-06,3507.99,3517.78,3495.72,3514.05,10.15,0.29,,250.01,1367670.04,14522164.42,,-0.0009527643085944004,0.0028954385754467182,3500.553208507096
2017-04-07,3514.45,3526.82,3506.39,3517.46,3.42,0.1,,250.35,1402932.04,14455967.56,,-0.000756745651707617,0.0009699197661188208,3511.391763873788
2017-04-10,3519.46,3522.8,3502.08,3505.14,-12.32,-0.35,,249.12,1418873.8,15574783.46,,0.0006315287857859102,-0.00350867560137047,3519.682078822368
2017-04-11,3503.83,3520.13,3466.14,3517.33,12.19,0.35,,250.34,1659458.32,18945726.87,,0.0009930341135578782,0.0034717164312976223,3508.622452403639
2017-04-12,3514.57,3523.1,3498.0,3509.44,-7.89,-0.22,,249.55,1818245.37,20215457.14,,0.0005132198222979505,-0.0022456984691050508,3519.1356267796577
2017-04-13,3500.28,3518.44,3496.57,3514.57,5.13,0.15,,250.06,1299818.13,13334592.9,,0.0007805191443980955,0.0014607043304710743,3512.180254377502
2017-04-14,3516.81,3517.47,3476.95,3486.5,-28.06,-0.8,,247.27,1354740.78,13042538.54,,0.0006614174556090462,-0.008018817241250531,3516.8953668813097
2017-04-17,3475.74,3480.57,3453.68,3479.94,-6.56,-0.19,,246.61,1171649.61,12388437.12,,0.0018926933262058505,-0.00188331542048914,3493.1051240471297
2017-04-18,3474.89,3489.08,3462.63,3462.74,-17.2,-0.49,,244.9,1109278.23,12679085.34,,0.002140638762134514,-0.004954869067669065,3487.3972732703705
2017-04-19,3452.99,3459.35,3418.51,3445.88,-16.87,-0.49,,243.22,1213492.64,12705036.24,,0.0011565184502795671,-0.004880868674534966,3466.7470393593667
2017-04-20,3444.52,3465.61,3440.72,3461.55,15.67,0.45,,244.78,1141842.08,13397725.83,,0.0008456732228852928,0.004537151120326044,3448.7953209759744
2017-04-21,3461.39,3475.56,3449.54,3466.79,5.24,0.15,,245.3,1044191.1,11520883.17,,0.0006519156765269782,0.0015126281328896596,3463.8073744390267
2017-04-24,3458.23,3458.23,3403.98,3431.26,-35.53,-1.02,,241.76,1146607.91,12277815.43,,0.0007567530109252993,-0.010301553108194028,3469.4144966933845
2017-04-25,3427.73,3449.67,3422.65,3440.97,9.72,0.28,,242.73,940721.48,10759935.72,,0.0015799205597341228,0.002825867720266828,3436.6854029440706
2017-04-26,3440.25,3466.57,3439.15,3445.18,4.21,0.12,,243.15,1119400.29,13131657.92,,0.00023512410539997704,0.0012227443562888851,3441.7791501145784
2017-04-27,3435.1,3449.27,3399.54,3446.72,1.54,0.04,,243.3,1232984.25,13461094.78,,0.0023161819213225574,0.0004469014424568485,3453.1689119469042
2017-04-28,3439.57,3439.9,3417.24,3439.75,-6.97,-0.2,,242.61,1016323.51,11376100.67,,0.00011208925817029245,-0.0020242598544797374,3447.106361941028
2017-05-02,3427.92,3436.31,3418.67,3426.58,-13.18,-0.38,,241.3,927974.62,10163585.86,,0.00213098882738553,-0.003836115115516847,3447.0878845171137
2017-05-03,3421.76,3432.22,3403.08,3413.13,-13.45,-0.39,,239.96,916696.24,9785411.91,,0.00011788522763409,-0.003932920353902247,3426.9839669737075
2017-05-04,3404.94,3421.4,3391.28,3404.39,-8.74,-0.26,,239.09,1034820.75,10698595.26,,4.938576871237577e-05,-0.002563983615177179,3413.2985642110675
2017-05-05,3393.48,3395.45,3366.56,3382.55,-21.84,-0.64,,236.91,1098953.33,11746493.96,,-0.0003913779689641096,-0.00643591232163665,3403.0578574588635
2017-05-08,3369.11,3374.16,3339.57,3358.81,-23.74,-0.7,,234.55,1237492.87,12688542.65,,-0.0006968014386440085,-0.0070431183429349176,3380.193855271565
2017-05-09,3342.6,3358.05,3327.59,3352.53,-6.28,-0.19,,233.92,767716.68,8552883.17,,-0.000381081236308972,-0.0018714598971012464,3357.5302643897744
2017-05-10,3350.65,3369.43,3336.0,3337.7,-14.83,-0.44,,232.44,920826.28,10219498.08,,-0.0026762262717398956,-0.004433337654955238,3343.569866157843
2017-05-11,3322.95,3359.6,3312.89,3356.65,18.95,0.57,,234.33,1092528.9,11157637.91,,-0.0008024369707875741,0.005661505782173393,3335.022780416245
2017-05-12,3350.94,3387.27,3349.17,3385.38,28.73,0.86,,237.19,933864.66,9752212.46,,0.0010060780513392801,0.008522707227278659,3360.028751249769
2017-05-15,3391.59,3406.58,3391.59,3399.19,13.81,0.41,,238.57,829776.11,9218333.28,,-6.943003763078005e-05,0.0040710079114454345,3385.14496109868
2017-05-16,3390.93,3428.85,3373.55,3428.65,29.46,0.87,,241.5,1052424.16,11281410.32,,7.957955020110883e-05,0.008629429751254136,3399.460516774907
2017-05-17,3423.19,3433.97,3408.15,3409.97,-18.68,-0.54,,239.64,997368.37,11055345.18,,0.000443290262133271,-0.005463104093950122,3430.1702240826353
2017-05-18,3387.67,3409.93,3383.94,3398.11,-11.85,-0.35,,238.46,857595.89,8809116.6,,-0.00044857461735310666,-0.003484098893467902,3408.440717036468
2017-05-19,3395.23,3405.94,3392.38,3403.85,5.74,0.17,,239.03,714735.25,7839708.16,,-7.716811476477095e-05,0.0016877492259688154,3397.8477843750097
2017-05-22,3400.59,3424.18,3391.17,3411.24,7.39,0.22,,239.77,925395.59,9902112.16,,-0.0002958429178937178,0.0021687176241158568,3402.8431440268755
2017-05-23,3405.03,3434.77,3401.53,3424.19,12.96,0.38,,241.06,1169110.33,12676785.6,,-2.2542209157434525e-05,0.0037890858347697787,3411.16310398114
2017-05-24,3409.72,3424.17,3383.89,3424.17,-0.03,0.0,,241.06,835531.61,9262004.55,,-0.00023643995378444112,-5.84081444365836e-06,3423.380480379813
2017-05-25,3414.4,3490.42,3413.22,3485.66,61.49,1.8,,247.18,1307216.31,13663402.08,,0.00026123334643349207,0.017798302772369823,3425.064624235611
2017-05-26,3479.62,3498.31,3473.04,3480.43,-5.22,-0.15,,246.66,1032411.53,11258590.74,,0.0025016706258770708,-0.0015015599806105229,3494.390889585384
2017-05-31,3495.07,3515.08,3474.92,3492.88,12.45,0.36,,247.9,1048297.44,11596872.53,,-0.00011339621646666042,0.003570761439968706,3480.035354782383
2017-06-01,3485.22,3499.81,3476.43,3497.74,4.85,0.14,,248.38,1031277.24,11608876.62,,0.00042286818403895814,0.0013904348349615958,3494.3573401607273
2017-06-02,3491.59,3498.12,3470.2,3486.51,-11.23,-0.32,,247.27,826680.1,9285074.72,,0.0004244017998475972,-0.0032158097656456164,3499.2247621969873
2017-06-05,3480.17,3484.12,3462.31,3468.75,-17.75,-0.51,,245.5,797381.52,8560946.75,,-7.022390774189571e-05,-0.005106937368145381,3486.2651722399005
2017-06-06,3464.38,3492.88,3460.45,3492.88,24.13,0.7,,247.9,640893.88,7786879.37,,-0.0007439679086122254,0.006932312298829402,3466.170321035169
2017-06-07,3493.88,3537.09,3491.13,3533.87,40.99,1.17,,251.98,1044199.68,12418928.85,,0.000736766589102427,0.011666976897297232,3495.4543855279135
2017-06-08,3531.24,3562.27,3528.18,3560.98,27.11,0.77,,254.68,902249.05,11203561.97,,0.0024207838610304476,0.007642200171247282,3542.435098406213
2017-06-09,3561.24,3590.89,3560.63,3576.17,15.19,0.43,,256.2,1011882.65,12170058.67,,0.0023451873489339237,0.004256607451225136,3569.3409654289394
2017-06-12,3570.22,3603.69,3565.9,3574.39,-1.78,-0.05,,256.02,903811.67,11769080.22,,0.0015114922810500653,-0.0004978631147114498,3581.57944048462
2017-06-13,3569.16,3584.41,3559.21,3582.27,7.88,0.22,,256.8,751771.38,9422308.48,,0.0003129089787770551,0.0022021454657519257,3575.5086337307926
2017-06-14,3571.25,3571.25,3530.27,3535.3,-46.97,-1.31,,252.13,838107.83,10610531.99,,0.001008602247741368,-0.013198516305175545,3585.884908269872
2017-06-15,3530.75,3542.28,3508.95,3528.79,-6.51,-0.18,,251.48,826325.35,10605390.11,,-0.002379682155742392,-0.0018431253970234707,3526.89711174181
2017-06-16,3522.97,3536.14,3514.39,3518.76,-10.03,-0.28,,250.48,764527.07,9146228.64,,-0.0005961625901089482,-0.002846381159928413,3526.6868943723875
2017-06-19,3520.06,3554.91,3520.06,3553.67,34.9,0.99,,253.95,797971.41,9857235.83,,-0.0005356931538829587,0.009872217477980172,3516.8755291519738
2017-06-20,3560.79,3563.7,3539.51,3546.49,-7.17,-0.2,,253.24,805095.59,9818759.55,,0.0018141064417741526,-0.0020224903234460356,3560.122586708885
2017-06-21,3567.13,3587.99,3545.57,3587.96,41.46,1.17,,257.37,878598.24,11714779.71,,-0.00016463555500912855,0.011625413887735192,3545.9061697114457
2017-06-22,3583.56,3635.53,3581.34,3590.34,2.39,0.07,,257.61,1355269.87,16941880.34,,0.0020867363670810813,0.0006631096742157894,3595.454943881908
2017-06-23,3583.44,3623.24,3569.32,3622.88,32.54,0.91,,260.85,1051291.34,13397511.18,,0.0003569772325489282,0.009022384105469072,3591.6218984277734
2017-06-26,3627.02,3671.94,3627.02,3668.09,45.21,1.25,,265.35,1346379.95,17073684.2,,0.002179756092628991,0.012401800983299793,3630.7856077710326
2017-06-27,3665.58,3676.53,3648.76,3674.72,6.62,0.18,,266.01,975587.02,12305723.17,,0.003657105041926928,0.001805848660593412,3681.5291496458103
2017-06-28,3664.16,3672.19,3644.03,3646.17,-28.55,-0.78,,263.17,979208.58,12446594.71,,0.0020418356029345787,-0.0077996376765394615,3682.2308394670827
2017-06-29,3649.25,3669.13,3644.73,3668.83,22.66,0.62,,265.43,855894.98,11184726.69,,-0.0004310649572097814,0.006195508539262207,3644.5986025964803
2017-06-30,3654.73,3669.76,3646.23,3666.8,-2.03,-0.06,,265.22,815100.28,10245998.2,,0.0015241604517816428,-0.000553463043205582,3674.426149221621
2017-07-03,3667.23,3667.6,3633.78,3650.85,-15.95,-0.44,,263.63,888208.6,11521468.79,,0.0009952226659249897,-0.004359329910327503,3670.4510989982955
2017-07-04,3646.83,3646.85,3611.69,3619.98,-30.86,-0.85,,260.56,950714.13,12535041.76,,0.0004199057147401626,-0.00849151623461708,3652.3833346841275
2017-07-05,3611.9,3660.73,3610.46,3659.68,39.7,1.1,,264.51,882324.25,12035156.54,,-0.0009261272626739585,0.010907210936371925,3616.628989802133
2017-07-06,3654.56,3666.77,3629.56,3660.1,0.42,0.01,,264.56,1023792.45,13283712.68,,0.002412486011991888,0.00011475754748424549,3668.5195852089364
2017-07-07,3647.64,3657.11,3631.87,3655.93,-4.17,-0.11,,264.14,1037354.97,12346539.26,,0.0010130239153096643,-0.0011399626441068733,3663.8096474959984
2017-07-10,3647.94,3667.85,3641.53,3653.69,-2.24,-0.06,,263.92,1205919.1,14103462.65,,0.0009410514244721976,-0.0006128909765799051,3659.372037447376
2017-07-11,3646.88,3701.21,3645.99,3670.81,17.12,0.47,,265.62,1187608.26,14508436.33,,0.000983258746368455,0.004674730337109523,3657.2842894176933
2017-07-12,3672.63,3691.58,3640.59,3658.82,-11.98,-0.33,,264.43,1222877.92,14349459.91,,0.0015904695835734777,-0.0032716551025906426,3676.652956943033
2017-07-13,3656.35,3690.48,3652.57,3686.92,28.1,0.77,,267.23,1256695.49,14638867.96,,0.0008082165756085559,0.007650730101040892,3661.7783142894564
2017-07-14,3682.62,3703.09,3672.74,3703.09,16.17,0.44,,268.84,1055140.05,12102144.89,,0.0008765234376115606,0.004376185094731255,3690.1530885245356
2017-07-17,3700.62,3716.47,3621.37,3663.56,-39.54,-1.07,,264.9,1788216.0,19621725.38,,0.0016270781105784152,-0.010732253989422347,3709.1201210891795
2017-07-18,3648.49,3667.54,3622.04,3667.18,3.62,0.1,,265.26,1246220.56,14147228.4,,0.0014636256843513864,0.0009876220665976376,3668.9260064666837
2017-07-19,3660.87,3731.05,3658.2,3729.75,62.57,1.71,,271.49,1824777.87,19839245.17,,0.0016135947832546876,0.016918232949645784,3673.1021191826194
2017-07-20,3725.14,3750.19,3723.07,3747.88,18.14,0.49,,273.3,1424100.39,16926714.99,,0.002092825089210122,0.004849139507022926,3737.5638880749707
2017-07-21,3738.18,3751.69,3722.07,3728.6,-19.29,-0.51,,271.38,1179412.26,14143263.3,,0.002226682585436344,-0.0051575187086196905,3756.234637238991
2017-07-24,3724.38,3755.19,3719.85,3743.47,14.87,0.4,,272.86,1348687.22,15470187.47,,0.0022127735348737524,0.003980160686522183,3736.859682435277
2017-07-25,3742.64,3752.16,3713.28,3719.56,-23.91,-0.64,,270.48,1216720.59,13353165.62,,0.002181390719171702,-0.006407607046163832,3751.644883781645
2017-07-26,3722.88,3738.53,3684.18,3705.39,-14.17,-0.38,,269.07,1363252.1,14651800.49,,0.004427753991733636,-0.003816865353416077,3736.0658115075194
2017-07-27,3700.86,3716.69,3672.5,3712.19,6.81,0.18,,269.74,1450029.04,16163122.53,,0.005201251406147648,0.0018334825926906717,3724.7128729460524
2017-07-28,3703.49,3725.54,3696.78,3721.89,9.7,0.26,,270.71,1114113.92,12581786.19,,0.0042742209561361065,0.0026096048212487233,3728.090677588439
2017-07-31,3722.43,3746.52,3713.66,3737.87,15.98,0.43,,272.3,1484290.39,16089013.32,,0.0038715126580315964,0.00428432669237111,3736.327273256998
2017-08-01,3738.74,3770.4,3737.1,3770.38,32.51,0.87,,275.54,1525465.39,17312757.9,,0.0032389755063384207,0.008659861663860013,3749.996497488498
2017-08-02,3768.19,3784.35,3759.28,3760.85,-9.53,-0.25,,274.59,1722933.83,18933678.28,,0.0019526854655185976,-0.0025307964533247684,3777.749559099287
2017-08-03,3755.11,3766.35,3718.44,3727.83,-33.03,-0.88,,271.3,1461539.44,16471046.16,,0.0020630040025284334,-0.008818700757787568,3768.616657170759
2017-08-04,3724.72,3738.73,3707.0,3707.58,-20.25,-0.54,,269.28,1574700.6,16829266.46,,0.005062857703803465,-0.005446922245402774,3746.751330418931
2017-08-07,3701.22,3730.78,3689.96,3726.79,19.22,0.52,,271.2,1242315.3,13434853.75,,0.0013158230706146119,0.005167900643565204,3712.4617303425052
2017-08-08,3724.33,3737.33,3718.81,3732.21,5.42,0.15,,271.74,1372419.28,14648186.89,,0.0014210695595708125,0.0014532781750702384,3732.0897926190105
2017-08-09,3728.03,3739.0,3713.57,3731.04,-1.17,-0.03,,271.62,1246799.89,13722359.83,,0.0014119880326432664,-0.0003135363305748484,3737.4835580795984
2017-08-10,3724.96,3746.86,3688.18,3715.92,-15.12,-0.41,,270.12,1300851.28,14800516.94,,0.001268368275481346,-0.004060722973328268,3735.7753352101945
2017-08-11,3687.93,3700.49,3645.09,3647.35,-68.57,-1.85,,263.29,1503874.21,16108347.04,,0.0009040869639752097,-0.018625415682942403,3719.281033935723
2017-08-14,3651.38,3698.37,3651.38,3694.68,47.33,1.3,,268.0,1153084.51,14023389.41,,-0.000778002738269416,0.01289307061998457,3644.5134552754316
2017-08-15,3695.78,3719.29,3692.28,3706.06,11.37,0.31,,269.13,1064448.57,12479063.1,,0.0020465070356201747,0.003075370562738655,3702.2489309078655
2017-08-16,3701.13,3707.14,3679.73,3701.42,-4.64,-0.13,,268.67,1041341.41,12728216.59,,0.003735349695465559,-0.0012527878865320474,3719.9293173411734
2017-08-17,3707.07,3722.62,3704.41,3721.28,19.86,0.54,,270.65,1086562.51,13702000.29,,0.0012107005302955057,0.005351165314738893,3705.9040250148564
2017-08-18,3707.19,3733.49,3700.41,3724.67,3.4,0.09,,270.99,965617.05,12307816.39,,0.0005823066421583886,0.0009105621805751696,3723.4475570915292
